SYMBOL,YEAR,MIN,MAX,MEAN,STD_DEV
GMRINFRA,2010,44,69,57.4462,5.343955853
GMRINFRA,2011,18,47,32.1579,7.080463543
GMRINFRA,2012,18,33,23.9393,4.173411632
GMRINFRA,2014,16,38,24.4225,4.80950342
GNFC,2010,105,143,117.7649,7.349318063
GNFC,2011,74,127,97.0729,10.03126454
GNFC,2012,76,91,83.0526,2.764959891
GNFC,2014,69,112,86.6408,11.05704896
GOACARBON,2010,84,122,103.5339,7.301820477
GOACARBON,2011,64,97,80.0567,8.293016055
GOACARBON,2012,68,115,81.8583,8.37579907
GOACARBON,2014,60,105,79.5352,11.60540305
GODFRYPHLP,2010,1699,2074,1854.0279,88.80353006
GODFRYPHLP,2011,1708,3663,2586.565,636.5351281
GODFRYPHLP,2012,2471,3860,3226.8704,270.512483
GODFRYPHLP,2014,554,3500,2739.3451,744.3875926
GODREJCP,2010,235,466,341.49,59.30160352
GODREJCP,2011,331,454,398.6883,26.36208447
GODREJCP,2012,372,750,577.8704,105.9156691
GODREJCP,2014,708,1102,861.1197,96.69900173
GODREJIND,2010,140,245,180.2908,28.6916405
GODREJIND,2011,155,234,190.7733,15.94313067
GODREJIND,2012,173,322,255.7126,35.54506697
GODREJIND,2014,265,368,306.8803,27.00169071
GODREJPROP,2010,466,791,607.072,104.2532053
GODREJPROP,2011,559,815,666.1943,53.3606882
GODREJPROP,2012,501,674,594.6883,49.79264681
GODREJPROP,2014,156,271,219.0423,34.1013141
GOENKA,2010,72,128,90.388,13.35547074
GOENKA,2011,30,79,52.9919,12.09543425
GOENKA,2012,26,281,118.6559,74.30846501
GOENKA,2014,2,7,3.945,1.107396835
GOKEX,2010,106,186,145.0438,14.54605516
GOKEX,2011,70,130,92.7189,11.65666119
GOKEX,2012,58,83,69.6032,6.951281421
GOKEX,2014,49,95,69.9832,11.72513152
GOKUL,2010,52,108,81.3108,16.83689756
GOKUL,2011,77,108,92.3806,5.904855177
GOKUL,2012,38,93,65.085,17.80247158
GOKUL,2014,11,22,17.016,2.797095637
GOLDBEES,2010,1577,2027,1797.1633,127.8898353
GOLDBEES,2011,1920,2799,2311.1296,287.931657
GOLDBEES,2012,2613,3084,2828.3198,128.6764409
GOLDBEES,2014,2382,2862,2616.3521,139.8884967
GOLDENTOBC,2010,74,137,103.5434,12.82554847
GOLDENTOBC,2011,30,93,68.7571,15.01839966
GOLDENTOBC,2012,30,45,33.988,2.096441307
GOLDENTOBC,2014,17,41,26.537,6.215908393
GOLDIAM,2010,40,62,46.2753,3.757771898
GOLDIAM,2011,24,44,33.8939,3.89517798
GOLDIAM,2012,22,33,26.8395,2.716161614
GOLDIAM,2014,20,37,28.1544,5.805523076
GOLDINFRA,2010,18,38,25.4143,3.350036193
GOLDINFRA,2011,9,20,15.9798,3.217423961
GOLDINFRA,2012,9,17,12.748,2.091770542
GOLDINFRA,2014,7,14,10.4789,1.8754091
GOLDSHARE,2010,1578,2035,1792.2032,126.5845014
GOLDSHARE,2011,1919,2777,2308.4899,285.0292387
GOLDSHARE,2012,2608,3104,2821.0283,140.6302011
GOLDSHARE,2014,2381,2793,2555.1761,102.834771
GOLDTECH,2010,12,42,25.1793,6.825932585
GOLDTECH,2011,5,14,8.081,1.74065529
GOLDTECH,2012,6,9,6.6194,0.685969041
GOLDTECH,2014,3,9,5.8455,1.592832117
GPIL,2010,174,310,222.9482,24.52548286
GPIL,2011,71,207,152.7571,30.66611531
GPIL,2012,71,132,115.0202,9.207658049
GPIL,2014,70,180,124.3551,37.09033249
GPPL,2010,54,66,59.481,3.014147063
GPPL,2011,50,74,62.8664,5.132491993
GPPL,2012,46,63,54.3117,4.243115859
GPPL,2014,61,180,120.6268,40.94028787
GRABALALK,2010,40,70,49.7611,5.60758122
GRABALALK,2011,16,45,26.6,7.737317814
GRABALALK,2012,17,23,19.8222,1.817065875
GRANULES,2010,88,112,96.8167,5.063567912
GRANULES,2011,57,99,80.4494,12.38045956
GRANULES,2012,61,227,126.5911,46.86062116
GRANULES,2014,191,875,507.4437,226.6106211
GRAPHITE,2010,78,109,93.9203,6.734701233
GRAPHITE,2011,67,105,84.9109,10.25584468
GRAPHITE,2012,69,94,84.1417,4.701640891
GRAPHITE,2014,70,118,92.7324,12.03920561
GRASIM,2010,1750,2919,2334.9323,364.0468308
GRASIM,2011,2014,2584,2312.2996,125.1564176
GRASIM,2012,2242,3499,2828.9555,340.1129993
GRASIM,2014,2455,3698,3129.0563,397.3614166
GRAVITA,2010,194,290,242.5625,22.12455861
GRAVITA,2011,199,552,348.9109,70.97870013
GRAVITA,2012,159,900,372.7976,262.4086182
GRAVITA,2014,33,92,59.3873,18.20108672
GREAVESCOT,2010,94,494,329.6614,100.356143
GREAVESCOT,2011,71,102,87.0648,5.548813041
GREAVESCOT,2012,61,89,75.7368,7.087622426
GREAVESCOT,2014,57,152,102.1268,29.67306816
GREENFIRE,2012,2,3,2.64,0.48
GREENFIRE,2014,1,2,1.025,0.15612495
GREENPLY,2010,170,223,191.4661,9.268990875
GREENPLY,2011,145,240,194.4696,14.50471406
GREENPLY,2012,146,344,219.6518,43.19235091
GREENPLY,2014,302,1248,644.0444,281.3058667
GREENPOWER,2010,26,45,34.8136,5.832331209
GREENPOWER,2011,8,32,18.9433,6.138484983
GREENPOWER,2012,8,15,11.5223,1.367090842
GREENPOWER,2014,9,18,12.6694,2.809042158
GRINDWELL,2010,141,243,195.8486,28.00257864
GRINDWELL,2011,202,273,234.2672,13.03877189
GRINDWELL,2012,214,288,257.0081,13.21604714
GRINDWELL,2014,233,602,392.5282,113.4397956
GRUH,2010,195,434,314.992,80.75549601
GRUH,2011,311,616,444.1215,68.3464133
GRUH,2012,151,792,459.3522,237.6816702
GRUH,2014,185,406,249.8803,51.42196089
GSCLCEMENT,2014,12,43,24.3684,9.491170162
GSFC,2010,194,401,277.1912,55.29121818
GSFC,2011,324,501,383.251,44.70426608
GSFC,2012,66,444,306.996,146.236055
GSFC,2014,44,124,74.9085,23.29568204
GSKCONS,2010,1283,2390,1777.3426,296.0160202
GSKCONS,2011,1948,2667,2316.7854,145.3944186
GSKCONS,2012,2475,3827,2856.587,336.5812273
GSKCONS,2014,4096,5880,4793.9789,535.5189594
GSLNOVA,2010,6,12,7.6335,1.348274513
GSLNOVA,2011,2,6,3.5755,0.93863353
GSLNOVA,2012,2,3,2.1967,0.397467518
GSLNOVA,2014,1,2,1.875,0.330718914
GSPL,2010,82,125,102.988,11.12460468
GSPL,2011,78,119,98.2389,6.882738746
GSPL,2012,62,88,74.0121,5.863827066
GSPL,2014,55,112,80.1761,16.41379499
GSS,2011,43,142,120.3023,23.51104133
GSS,2012,36,58,43.7085,6.096727783
GSS,2014,27,43,33.6838,3.352890251
GSSAMERICA,2010,158,420,315.9004,42.12268696
GSSAMERICA,2011,120,206,159.5714,16.94445228
GTL,2010,379,471,415.757,14.98128651
GTL,2011,31,429,225.1377,178.1225448
GTL,2012,24,60,35.4818,7.648044395
GTL,2014,14,33,19.406,4.052359554
GTLINFRA,2010,36,48,43.3426,2.694641181
GTLINFRA,2011,7,43,23.5709,12.86499662
GTLINFRA,2012,4,14,8.8907,1.887577741
GTLINFRA,2014,1,4,2.6125,0.642139977
GTNIND,2010,14,34,22.5,5.817888456
GTNIND,2011,10,30,17.0123,4.848725157
GTNIND,2012,8,12,9.9193,1.109573273
GTNIND,2014,7,15,12.1385,2.34604035
GTNTEX,2010,10,23,15.746,3.089330953
GTNTEX,2011,8,20,14.4647,2.705419647
GTNTEX,2012,7,12,8.6043,1.261872544
GTNTEX,2014,6,13,8.6413,1.925693109
GTOFFSHORE,2010,353,491,415.6255,31.33654847
GTOFFSHORE,2011,71,407,202.3441,77.55958266
GTOFFSHORE,2012,72,131,93.6154,11.35094594
GTOFFSHORE,2014,62,125,88.8732,18.32948028
GUFICBIO,2010,6,9,6.8446,0.505599667
GUFICBIO,2011,5,8,6.3886,0.726461087
GUFICBIO,2012,5,8,6.5251,0.92803094
GUFICBIO,2014,5,22,10.8865,5.282235985
GUJALKALI,2010,110,150,126.0717,7.32748718
GUJALKALI,2011,115,156,135.6356,9.878043062
GUJALKALI,2012,117,152,130.498,7.445279185
GUJALKALI,2014,160,226,189.5634,13.6745187
GUJAPOLLO,2010,167,241,210.5498,17.61316597
GUJAPOLLO,2011,113,179,136.9028,12.79291112
GUJAPOLLO,2012,114,152,130.7895,8.121310157
GUJAPOLLO,2014,101,145,119.0563,11.86412194
GUJFLUORO,2010,132,227,174.5657,25.6443392
GUJFLUORO,2011,222,551,394.4413,92.4965236
GUJFLUORO,2012,307,528,405.5425,63.03065585
GUJFLUORO,2014,226,798,465.6901,187.189675
GUJNRECOKE,2010,52,92,68.5936,11.09763799
GUJNRECOKE,2011,15,72,39.9757,15.03677735
GUJNRECOKE,2012,16,28,19.7166,2.745745287
GUJNRECOKE,2014,6,16,10.0282,2.460801604
GUJNREDVR,2010,33,45,39.6839,2.770244752
GUJNREDVR,2011,11,40,23.4615,7.061151234
GUJNREDVR,2012,11,16,12.5061,1.256144236
GUJNREDVR,2014,3,8,4.6304,1.192221693
GUJRATGAS,2010,229,420,320.3307,56.63131459
GUJRATGAS,2011,318,457,388.4818,32.51058177
GUJRATGAS,2012,292,431,329.7976,41.28992381
GUJRATGAS,2014,221,602,400.1901,111.6939943
GUJSIDHCEM,2010,12,19,15.1992,1.359692725
GUJSIDHCEM,2011,7,15,9.6049,1.654255594
GUJSIDHCEM,2012,7,16,9.7287,2.479736429
GULFCORP,2014,136,181,163.7031,11.98003507
GULFOILCOR,2010,83,139,100.2072,13.1605512
GULFOILCOR,2011,53,109,79.1822,11.22980448
GULFOILCOR,2012,55,102,81.7611,8.995929552
GULFOILCOR,2014,82,165,107.0667,17.05761479
GULFOILLUB,2014,270,546,372.8333,89.26163167
GVKPIL,2010,38,53,44.3426,2.643893863
GVKPIL,2011,10,42,20.9838,7.242456699
GVKPIL,2012,11,20,14.4089,2.14050999
GVKPIL,2014,9,20,12.413,3.047280234
GWALCHEM,2010,90,97,93.0976,1.997619047
HALONIX,2010,74,125,88.881,13.25384469
HALONIX,2011,48,123,81.4634,20.4702015
HALONIX,2012,44,83,53.2764,6.927382702
HANUNG,2010,112,401,241.51,75.44525799
HANUNG,2011,78,241,154.6923,46.65493172
HANUNG,2012,101,175,129.6883,15.5035579
HANUNG,2014,17,41,22.2105,4.416821283
HARITASEAT,2010,75,117,95.0879,11.4144196
HARITASEAT,2011,64,100,73.9845,7.234400179
HARITASEAT,2012,97,133,114.8492,10.0047272
HARITASEAT,2014,69,174,104.7559,33.52627752
HARRMALAYA,2010,69,155,113.3705,22.2950642
HARRMALAYA,2011,53,92,74.0972,8.274067585
HARRMALAYA,2012,59,81,67.8704,5.025382637
HARRMALAYA,2014,44,73,56.8099,7.906970626
HATHWAY,2010,151,225,194.5628,17.36005872
HATHWAY,2011,79,168,112.1093,17.20677399
HATHWAY,2012,111,301,192.0729,42.32239328
HATHWAY,2014,228,370,290.1761,37.48225858
HATSUN,2014,270,335,295.0141,15.49238155
HAVELLS,2010,367,873,582.0478,131.8400187
HAVELLS,2011,294,441,373.834,30.50321509
HAVELLS,2012,385,667,560.2996,55.21162195
HAVELLS,2014,253,1281,753.2254,352.4837104
HBLPOWER,2010,23,44,31.7888,4.897274941
HBLPOWER,2011,13,28,18.7935,2.735632054
HBLPOWER,2012,14,22,16.0096,1.362485874
HBLPOWER,2014,9,34,17.0423,5.676580551
HBSTOCK,2010,22,37,26.3546,2.755250136
HBSTOCK,2011,9,25,14.4756,3.299022803
HBSTOCK,2012,8,15,11.2783,1.582004026
HBSTOCK,2014,8,23,13.1,3.353676021
HCC,2010,40,161,101.5139,37.21353806
HCC,2011,17,49,31.4332,6.199989478
HCC,2012,15,32,20.2713,3.868708638
HCC,2014,12,49,28.0362,10.77127784
HCIL,2010,45,553,412.9562,159.0371492
HCIL,2011,34,57,44.8097,6.11299031
HCIL,2012,24,49,33.5101,6.810840578
HCIL,2014,16,39,24.993,5.778172233
HCL-INSYS,2010,86,167,121.4741,15.09288396
HCL-INSYS,2011,39,114,84.6478,22.33534954
HCL-INSYS,2012,36,49,42.5263,3.141455185
HCL-INSYS,2014,22,83,55.3451,20.03238427
HCLTECH,2010,330,460,389.3904,29.72635738
HCLTECH,2011,363,523,454.8502,44.04816362
HCLTECH,2012,394,657,524.1619,64.03615889
HCLTECH,2014,1246,1756,1488.5845,117.8745599
HDFC,2010,620,3116,1967.1554,1006.267889
HDFC,2011,589,732,663.1336,28.23029864
HDFC,2012,621,875,711.2429,58.67502711
HDFC,2014,765,1144,959.6338,113.0161698
HDFCBANK,2010,1567,2501,2045.4502,251.0897058
HDFCBANK,2011,406,2566,1433.0202,901.4454944
HDFCBANK,2012,427,704,568.915,64.77707692
HDFCBANK,2014,627,950,795.6408,92.77956167
HDFCMFGETF,2010,1854,2086,1966.1702,58.67882983
HDFCMFGETF,2011,1965,2863,2363.3644,295.4825821
HDFCMFGETF,2012,2684,3211,2912.6599,145.9694859
HDFCMFGETF,2014,2461,2963,2707.507,142.9633434
HDIL,2010,179,388,268.2948,43.7016407
HDIL,2011,53,196,132.0202,39.29978721
HDIL,2012,54,131,88.2753,16.77371176
HDIL,2014,40,112,76.007,20.15415816
HEG,2010,240,398,320.2231,32.65999575
HEG,2011,144,263,214.8381,24.42766089
HEG,2012,156,250,215.3401,16.58976725
HEG,2014,193,339,250.1268,39.23365528
HEIDELBERG,2010,41,63,49.1873,4.340212786
HEIDELBERG,2011,25,53,37.5749,5.828300484
HEIDELBERG,2012,26,59,36.7527,7.758666211
HEIDELBERG,2014,33,95,60.7319,19.45062119
HELIOSMATH,2010,35,59,43.008,4.299533961
HELIOSMATH,2011,19,41,29.5789,5.543428296
HELIOSMATH,2012,19,60,32.1134,11.94976427
HELIOSMATH,2014,74,145,99.7887,17.94703906
HERCULES,2010,209,371,259.494,46.8450332
HERCULES,2011,193,354,244.1134,27.17158151
HERCULES,2012,125,317,198.8462,61.7275637
HERCULES,2014,101,225,150.0423,37.38924927
HERITGFOOD,2010,144,244,192.8832,20.92581952
HERITGFOOD,2011,147,241,188.375,24.28801046
HERITGFOOD,2012,136,528,212.4802,98.03592484
HERITGFOOD,2014,201,419,294.3732,60.57931702
HEROHONDA,2010,1539,2086,1856.6255,120.4978847
HEROHONDA,2011,1391,1987,1711.06,146.3199795
HEROMOTOCO,2011,1810,2223,2034.4433,107.7229138
HEROMOTOCO,2012,1728,2245,1934.0567,109.3586975
HEROMOTOCO,2014,1937,3258,2503.1408,378.6198545
HEXATRADEX,2012,26,70,36.1064,7.098798348
HEXATRADEX,2014,22,39,28.2029,4.636276961
HEXAWARE,2010,65,117,80.8327,10.01492355
HEXAWARE,2011,53,128,80.2551,17.27896045
HEXAWARE,2012,76,138,112.834,14.20471985
HEXAWARE,2014,125,228,163.6197,26.54221522
HFCL,2011,10,21,14.224,2.753189241
HFCL,2012,10,15,11.7368,1.176515711
HFCL,2014,8,24,14.1232,5.016570944
HGS,2011,294,327,308.4091,11.78465524
HGS,2012,290,361,316.8826,16.85513355
HGS,2014,492,689,595.9507,56.74210592
HGSL,2010,354,515,432.5817,33.52557897
HGSL,2011,291,426,356.8178,32.29761112
HIKAL,2010,349,472,396.0717,31.65065215
HIKAL,2011,228,377,290.0526,27.98179829
HIKAL,2012,235,501,332.915,75.88034515
HIKAL,2014,443,762,569.9437,102.2865882
HIL,2012,474,533,489.5682,12.47797647
HIL,2014,239,724,449.144,170.465795
HILTON,2010,17,32,21.8406,2.486317537
HILTON,2011,11,20,16.0984,2.081967213
HILTON,2012,11,16,12.8836,1.464902254
HILTON,2014,12,28,16.4338,3.52241187
HIMACHLFUT,2010,10,17,11.9677,1.624090236
HIMATSEIDE,2010,34,63,42.9061,5.674306669
HIMATSEIDE,2011,23,40,32.7108,3.163778049
HIMATSEIDE,2012,25,44,32.7032,4.149989142
HIMATSEIDE,2014,51,104,73.8592,16.41520746
HINDALCO,2010,132,247,177.9562,28.12978727
HINDALCO,2011,114,251,175.2308,37.9264068
HINDALCO,2012,101,163,123.3806,12.87721943
HINDALCO,2014,99,196,148.0141,25.68442996
HINDCOMPOS,2010,363,550,451.9243,47.53013562
HINDCOMPOS,2011,440,546,490.5652,25.36177556
HINDCOMPOS,2012,350,462,408.8356,30.77552267
HINDCOMPOS,2014,400,1230,580.8947,177.1379932
HINDCOPPER,2010,305,612,460.413,68.45926945
HINDCOPPER,2011,147,337,253.2915,41.2977248
HINDCOPPER,2012,136,311,252.6437,38.29084561
HINDCOPPER,2014,58,120,81.6479,15.94276611
HINDDORROL,2010,100,220,137.6375,25.02238105
HINDDORROL,2011,23,115,59.1296,24.98532802
HINDDORROL,2012,22,52,31.1822,5.87136109
HINDDORROL,2014,7,19,13.2125,3.386346667
HINDMOTOR,2010,18,29,23.758,2.143455065
HINDMOTOR,2011,20,25,22.1176,1.710945832
HINDMOTORS,2011,8,22,15.0788,3.183036098
HINDMOTORS,2012,8,14,9.8343,1.059103197
HINDMOTORS,2014,7,11,8.3383,0.908499697
HINDNATGLS,2010,173,275,235.3386,19.13489701
HINDNATGLS,2011,139,261,201.4453,31.29350492
HINDNATGLS,2012,143,209,193.4733,14.52974473
HINDNATGLS,2014,112,164,141.9254,9.767160074
HINDOILEXP,2010,167,312,235.2231,27.22076677
HINDOILEXP,2011,90,247,160.1781,39.05980891
HINDOILEXP,2012,91,150,115.0364,11.8144686
HINDOILEXP,2014,33,74,50.0493,9.627079958
HINDPETRO,2010,295,546,410.004,75.03521075
HINDPETRO,2011,247,415,354.0648,37.55292964
HINDPETRO,2012,240,355,300.7166,21.69032714
HINDPETRO,2014,217,604,397.0423,113.3901947
HINDSYNTEX,2010,3,8,4.0408,0.895016824
HINDSYNTEX,2011,3,5,3.8649,0.502004747
HINDSYNTEX,2012,2,3,2.2083,0.406116431
HINDSYNTEX,2014,8,15,11.5952,1.496973515
HINDUJAFO,2010,91,174,117.7012,18.38679043
HINDUJAFO,2011,58,112,81.5654,13.37464894
HINDUJAFO,2012,46,73,57.5691,5.984507506
HINDUJAFO,2014,25,56,37.992,7.927164436
HINDUJAVEN,2010,254,476,367.7968,60.92084334
HINDUJAVEN,2011,239,370,300.1012,28.68553993
HINDUJAVEN,2012,290,570,397.6194,60.3247026
HINDUJAVEN,2014,245,376,296.9648,28.9697297
HINDUNILVR,2010,219,319,264.0757,26.77719504
HINDUNILVR,2011,266,419,321.4777,39.32845327
HINDUNILVR,2012,379,579,462.8704,61.7109579
HINDUNILVR,2014,538,825,653.3239,86.89937108
HINDZINC,2010,923,1369,1132.8406,107.8163487
HINDZINC,2011,109,1418,334.1498,447.0608625
HINDZINC,2012,114,146,128.5992,8.148748653
HINDZINC,2014,116,181,149.2606,19.6711269
HINVDIR,2010,222,397,301.7087,71.05095324
HIRAFERRO,2011,24,39,29.5333,4.364503281
HIRAFERRO,2012,18,35,24.2488,4.593904867
HIRAFERRO,2014,18,37,24.6667,4.437216345
HIRECT,2010,54,86,64.1912,5.711810898
HIRECT,2011,37,77,47.5668,8.293367862
HIRECT,2012,37,63,46.2105,5.720568979
HIRECT,2014,30,90,48.6917,14.42751155
HITACHIHOM,2010,139,361,265.247,63.8967882
HITACHIHOM,2011,97,241,179.5668,33.07668968
HITACHIHOM,2012,95,156,127.8447,12.83380266
HITACHIHOM,2014,141,868,408.8291,234.1937357
HITECHGEAR,2010,100,278,175.0359,48.18865141
HITECHGEAR,2011,96,141,117.753,9.790091501
HITECHGEAR,2012,83,157,118.7642,19.971354
HITECHGEAR,2014,75,248,147.7234,61.11216364
HITECHPLAS,2010,82,135,99.0605,13.0090063
HITECHPLAS,2011,55,112,85.2815,11.75058351
HITECHPLAS,2012,51,72,58.2531,3.933275212
HITECHPLAS,2014,41,135,72.1556,26.76007714
HMT,2010,60,104,75.6813,7.134033238
HMT,2011,28,70,52.4899,11.52074782
HMT,2012,30,52,41.7773,3.482026166
HMT,2014,25,58,37.4577,8.870447247
HMVL,2010,159,196,179.913,8.433437813
HMVL,2011,119,180,142.1255,11.95489318
HMVL,2012,109,151,129.3837,10.69539949
HMVL,2014,113,229,154.6549,26.04493565
HNGSNGBEES,2010,1149,1456,1283.2438,73.39286553
HNGSNGBEES,2011,1093,1435,1316.3659,70.50096791
HNGSNGBEES,2012,1311,1599,1462.0779,63.69966725
HNGSNGBEES,2014,1809,2363,2027.3357,142.0839093
HOCL,2010,34,60,43.5484,7.077628132
HOCL,2011,16,40,28.1814,6.642218363
HOCL,2012,16,24,19.3425,1.196103011
HOCL,2014,10,28,18.6852,5.004901576
HONAUT,2010,2154,3204,2563.0837,198.059161
HONAUT,2011,1687,2866,2354.2551,259.4605189
HONAUT,2012,1700,3318,2566.9798,270.1885599
HONAUT,2014,2515,7210,4365.8099,1411.826985
HONDAPOWER,2010,276,613,479.2571,92.2514399
HONDAPOWER,2011,267,470,374.7976,38.97335738
HONDAPOWER,2012,276,690,467.8178,89.6490865
HONDAPOWER,2014,433,1037,733.864,193.1581464
HOPFL,2010,59,96,76.7766,8.13536312
HOPFL,2011,46,81,54.5957,5.785747619
HOPFL,2012,47,84,63.3774,13.429377
HORIZONINF,2010,195,403,286.7488,51.25643295
HORIZONINF,2011,187,330,254.2017,38.98644018
HORIZONINF,2012,160,287,232.2389,21.98296238
HORIZONINF,2014,60,81,68.25,6.228853114
HOTELEELA,2010,41,58,49.3785,3.298583437
HOTELEELA,2011,29,49,39.0121,3.960822085
HOTELEELA,2012,28,39,31.7692,2.159477889
HOTELEELA,2014,15,30,20.9783,4.081537419
HOTELRUGBY,2010,7,15,9.1579,2.15365437
HOTELRUGBY,2011,5,13,9.2599,2.150366425
HOTELRUGBY,2012,4,50,20.9799,14.90573053
HOTELRUGBY,2014,3,7,5.0659,0.642833662
HOVS,2010,65,159,102.1368,24.75150396
HOVS,2011,34,118,75.3239,21.8530322
HOVS,2012,28,54,39.1943,5.533362949
HOVS,2014,77,184,111.9487,33.48091589
HSIL,2010,73,148,107.6016,26.06230348
HSIL,2011,120,237,162.247,29.16183625
HSIL,2012,105,179,138.3279,15.50975105
HSIL,2014,89,405,223.0789,110.3414274
HTMEDIA,2010,137,179,153.0637,9.714034715
HTMEDIA,2011,115,170,145.8502,13.00941072
HTMEDIA,2012,84,148,110.3927,18.69128127
HTMEDIA,2014,71,129,101.2183,16.32940672
HUBTOWN,2011,175,186,180.9091,1.89678574
HUBTOWN,2012,163,226,183.1862,14.80445184
HUBTOWN,2014,100,181,126.3944,21.35150413
HYDRBADIND,2010,429,745,606.4462,81.61570683
HYDRBADIND,2011,259,494,354.0405,42.55844256
HYDRBADIND,2012,264,533,394.9754,67.61412089
HYDROS&S,2010,26,73,36.2793,6.485147509
HYDROS&S,2011,14,28,21.3983,2.903538645
HYDROS&S,2012,13,21,15.6256,1.597315763
HYDROS&S,2014,33,254,105.1624,77.63567746
IBIPL,2012,4,7,5.9355,0.889683423
IBIPL,2014,3,6,3.9773,0.904248467
IBN18,2010,75,127,101.6733,13.28288765
IBN18,2011,72,105,91.1471,7.438502193
IBPOW,2010,26,38,29.5458,2.212084798
IBPOW,2011,8,29,17.8704,5.438598835
IBPOW,2012,9,19,13.4413,2.118836654
IBPOW,2014,6,15,9.8673,2.632352912
IBREALEST,2010,126,234,170.7291,21.63842474
IBREALEST,2011,42,150,98.7166,25.99222571
IBREALEST,2012,42,81,61.3077,8.362393015
IBREALEST,2014,47,108,70.7113,14.25797577
IBSEC,2010,21,36,28.255,3.295343373
IBSEC,2011,6,23,12.8057,4.542499296
IBSEC,2012,6,13,9.1689,1.530714872
IBSEC,2014,18,28,22.9718,3.067190443
IBULHSGFIN,2014,189,470,337.4014,89.31973426
IBWSL,2011,3,6,4.625,0.827269605
IBWSL,2012,4,15,8.6887,1.916071555
IBWSL,2014,13,30,19.3803,3.141571318
ICCNX100,2014,60,69,64.6129,2.378362399
ICI,2010,576,656,609.567,21.59892476
ICICIBANK,2010,787,1273,977.8247,125.1901548
ICICIBANK,2011,653,1145,961.1174,123.8283649
ICICIBANK,2012,697,1149,937.5628,104.926247
ICICIBANK,2014,331,1794,1275.493,340.4836193
ICIL,2010,9,21,12.3596,3.538701568
ICIL,2011,7,18,12.0896,2.49839304
ICIL,2012,6,16,8.3271,2.371070585
ICIL,2014,37,340,120.6014,91.2496607
ICNX100,2014,64,91,80.4353,5.668171318
ICRA,2010,809,1441,1098.8725,179.8595503
ICRA,2011,802,1266,1037.1862,110.4317517
ICRA,2012,800,1577,1185.2348,152.3546149
ICRA,2014,1522,3061,2265.8944,457.3733906
ICSA,2010,118,187,138.3227,13.90417699
ICSA,2011,19,144,91.8219,32.84648145
ICSA,2012,13,36,18.7328,5.2709441
ICSA,2014,3,7,4.3977,0.805376433
IDBI,2010,107,199,134.5219,22.76071872
IDBI,2011,78,166,123.5668,19.56662528
IDBI,2012,79,118,97.8745,9.035044079
IDBI,2014,54,113,74.6197,15.98358859
IDBIGOLD,2011,2716,2932,2840.3226,63.30539757
IDBIGOLD,2012,2721,3210,2952.6154,131.6389133
IDBIGOLD,2014,2465,2982,2719.0493,145.3592116
IDEA,2010,49,77,65.1355,6.783326883
IDEA,2011,58,101,79.5425,13.59228521
IDEA,2012,72,105,86.3279,8.138088896
IDEA,2014,126,175,148.7183,13.1048675
IDFC,2010,142,216,175.7928,17.77675046
IDFC,2011,92,182,130.9757,18.30110882
IDFC,2012,92,177,139.4534,17.71492824
IDFC,2014,91,164,130.8028,21.06837943
IFBAGRO,2010,73,114,89.3705,7.682064233
IFBAGRO,2011,61,173,90.9468,30.82737352
IFBAGRO,2012,119,226,154.4148,23.76957585
IFBAGRO,2014,176,491,243.136,82.12179677
IFBIND,2010,69,172,120.4582,31.07543263
IFBIND,2011,58,153,114.3684,22.5750636
IFBIND,2012,60,125,82.753,15.33062549
IFBIND,2014,68,514,199.7817,147.3501682
IFCI,2010,47,79,58.4024,7.520055142
IFCI,2011,20,67,42.8623,11.32896396
IFCI,2012,22,48,34.7085,5.983449557
IFCI,2014,22,44,32.2535,6.549310919
IFGLREFRAC,2010,40,68,52.8287,5.916966444
IFGLREFRAC,2011,29,47,33.7854,2.922499298
IFGLREFRAC,2012,33,53,43.5789,3.896541873
IFGLREFRAC,2014,52,215,139.3982,48.71999459
IFL,2010,5,19,6.7867,3.426536963
IGARASHI,2010,38,98,74.2991,13.61226423
IGARASHI,2011,31,75,52.6802,12.47957567
IGARASHI,2012,36,87,65.8907,14.69529223
IGARASHI,2014,78,324,193.3521,77.50104017
IGL,2010,195,360,271.4263,49.93898215
IGL,2011,289,447,365.4049,46.79343505
IGL,2012,193,390,273.8259,53.68167964
IGL,2014,252,458,344.007,64.38511949
IGOLD,2014,2432,2855,2607.6809,101.1089798
IGPL,2010,34,51,43.3227,2.714033588
IGPL,2011,13,39,25.572,5.220050656
IGPL,2012,16,42,28.8057,7.554035323
IGPL,2014,19,74,41.8087,19.83010257
IIFL,2014,71,189,132.7065,35.62441092
IIFLNIFTY,2011,454,529,491.1111,21.98001337
